
Standard & Poors 500 Index,Last: 3900.8601,Change:  -116.9599
"Date: June 11, 2022, 8:47 PM EDT",Bid: 3878.48,Ask: 3927.9299,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Thu Jun 16 2022,SPXW220616C03800000,147.32,-94.33,128.1,132.3,2,0.3074,0.7685,0.002,0,3800.00,SPXW220616P03800000,21.4,15.25,20.9,21.5,568,0.3091,-0.2312,0.002,704
Thu Jun 16 2022,SPXW220616C03825000,0,0,109.6,113.4,0,0.3054,0.7165,0.0022,0,3825.00,SPXW220616P03825000,28.4,28.4,27.2,27.8,120,0.3058,-0.2825,0.0022,0
Thu Jun 16 2022,SPXW220616C03850000,107.8,-88.7,93.3,94.4,9,0.3021,0.6595,0.0024,2,3850.00,SPXW220616P03850000,38.43,27.43,34.6,35.4,103,0.3021,-0.3402,0.0024,351
Thu Jun 16 2022,SPXW220616C03860000,100.1,100.1,86.7,87.8,38,0.3003,0.6352,0.0025,0,3860.00,SPXW220616P03860000,36.32,36.32,37.9,38.8,16,0.3007,-0.3645,0.0025,0
Thu Jun 16 2022,SPXW220616C03870000,0,0,80.3,81.4,0,0.2985,0.6107,0.0026,0,3870.00,SPXW220616P03870000,47.2,47.2,41.5,42.4,32,0.2989,-0.3889,0.0026,0
Thu Jun 16 2022,SPXW220616C03875000,71.5,-103.6,77.2,78.3,10,0.2978,0.598,0.0026,1,3875.00,SPXW220616P03875000,33.9,19.4,43.4,44.3,223,0.2981,-0.4017,0.0026,338
Thu Jun 16 2022,SPXW220616C03880000,69,69,74.1,75.2,83,0.2966,0.585,0.0026,0,3880.00,SPXW220616P03880000,44.22,44.22,45.3,46.3,531,0.297,-0.4147,0.0026,0
Thu Jun 16 2022,SPXW220616C03890000,80.4,80.4,68.2,69,71,0.2932,0.5581,0.0027,0,3890.00,SPXW220616P03890000,55,55,49.4,50.4,119,0.295,-0.441,0.0027,0
Thu Jun 16 2022,SPXW220616C03900000,63,-91.45,62.5,63.3,55,0.2914,0.5318,0.0027,2,3900.00,SPXW220616P03900000,58.8,39.9,53.7,54.7,1263,0.2933,-0.4679,0.0027,535
Thu Jun 16 2022,SPXW220616C03910000,64.03,64.03,57.1,57.9,25,0.2891,0.504,0.0027,0,3910.00,SPXW220616P03910000,61,61,58.3,59.3,105,0.2912,-0.4957,0.0027,0
Thu Jun 16 2022,SPXW220616C03920000,52.08,52.08,51.9,52.7,34,0.2868,0.4764,0.0028,0,3920.00,SPXW220616P03920000,64.7,64.7,63.1,64.1,12,0.289,-0.5233,0.0028,0
Thu Jun 16 2022,SPXW220616C03925000,51.6,-82.95,49.4,50.2,18,0.2857,0.4625,0.0028,0,3925.00,SPXW220616P03925000,54.4,30.2,65.5,66.6,244,0.2878,-0.5372,0.0028,189
Thu Jun 16 2022,SPXW220616C03930000,58.62,-72.23,47,47.7,19,0.2842,0.4486,0.0028,0,3930.00,SPXW220616P03930000,68,42.6,68.1,69.2,17,0.2864,-0.5511,0.0028,150
Thu Jun 16 2022,SPXW220616C03935000,53.11,53.11,44.6,45.3,2,0.2831,0.4346,0.0028,0,3935.00,SPXW220616P03935000,64.42,64.42,70.7,71.8,4,0.285,-0.5651,0.0028,0
Thu Jun 16 2022,SPXW220616C03940000,53.19,-70.06,42.3,43,15,0.282,0.421,0.0028,0,3940.00,SPXW220616P03940000,55.95,28.05,73.4,74.5,14,0.2837,-0.5787,0.0028,56
Thu Jun 16 2022,SPXW220616C03945000,40.18,40.18,40,40.8,6,0.2807,0.407,0.0028,0,3945.00,SPXW220616P03945000,64.1,64.1,76.1,77.2,2,0.2826,-0.5927,0.0028,0
Thu Jun 16 2022,SPXW220616C03950000,34.95,-81.05,37.9,38.6,76,0.2792,0.3927,0.0027,2,3950.00,SPXW220616P03950000,80.75,50.15,78.9,80.1,174,0.2809,-0.607,0.0027,494
Thu Jun 16 2022,SPXW220616C03955000,36.2,36.2,35.8,36.5,14,0.2776,0.3787,0.0027,0,3955.00,SPXW220616P03955000,86.53,86.53,81.8,83,6,0.2799,-0.621,0.0027,0
Thu Jun 16 2022,SPXW220616C03960000,42.65,-66.2,33.7,34.4,12,0.2762,0.3648,0.0027,0,3960.00,SPXW220616P03960000,65.85,32.35,84.8,85.9,248,0.2782,-0.6349,0.0027,479
Thu Jun 16 2022,SPXW220616C03965000,40.45,40.45,31.7,32.5,7,0.2746,0.3508,0.0027,0,3965.00,SPXW220616P03965000,95.2,95.2,87.8,88.9,6,0.2767,-0.6488,0.0027,0
Thu Jun 16 2022,SPXW220616C03970000,38.3,-63.6,29.8,30.5,13,0.2733,0.337,0.0026,8,3970.00,SPXW220616P03970000,72.86,36.26,90.9,92,34,0.2756,-0.6627,0.0026,50
Thu Jun 16 2022,SPXW220616C03975000,27.15,-71.5,28,28.7,14,0.2717,0.3232,0.0026,3,3975.00,SPXW220616P03975000,93.65,55.45,94,95.2,179,0.2738,-0.6765,0.0026,72
Thu Jun 16 2022,SPXW220616C03980000,26.74,-68.61,26.2,26.9,33,0.27,0.3094,0.0026,0,3980.00,SPXW220616P03980000,103.6,63.75,97.2,98.4,12,0.2722,-0.6902,0.0026,154
Thu Jun 16 2022,SPXW220616C03985000,30.59,-61.46,24.5,25.2,13,0.2692,0.2958,0.0026,11,3985.00,SPXW220616P03985000,99.3,57.7,100.5,101.7,6,0.2708,-0.7039,0.0026,50
Thu Jun 16 2022,SPXW220616C03990000,29.83,-59.02,22.9,23.6,17,0.267,0.2822,0.0025,2,3990.00,SPXW220616P03990000,89.6,46.25,103.9,105.1,119,0.2683,-0.7175,0.0025,94
Thu Jun 16 2022,SPXW220616C03995000,20.8,-64.85,21.4,22,51,0.2652,0.2688,0.0025,9,3995.00,SPXW220616P03995000,113.04,67.89,107.3,108.5,79,0.2666,-0.7309,0.0025,16
Thu Jun 16 2022,SPXW220616C04000000,20.47,-62.08,19.9,20.5,262,0.2639,0.2558,0.0024,64,4000.00,SPXW220616P04000000,112.95,65.9,110.8,112,198,0.266,-0.7439,0.0024,485
Thu Jun 16 2022,SPXW220616C04005000,18.55,-60.9,18.4,19.1,51,0.2619,0.2424,0.0024,9,4005.00,SPXW220616P04005000,123.42,74.47,112.9,117.1,6,0.2634,-0.7573,0.0024,9
Thu Jun 16 2022,SPXW220616C04010000,20.9,-55.55,17.1,17.7,75,0.2607,0.2295,0.0023,69,4010.00,SPXW220616P04010000,98.35,47.4,116.5,120.7,2,0.262,-0.7702,0.0023,18
Thu Jun 16 2022,SPXW220616C04015000,29.65,-43.8,15.8,16.4,19,0.259,0.2168,0.0022,39,4015.00,SPXW220616P04015000,125.89,72.94,120.1,124.5,223,0.2604,-0.7828,0.0022,29
Thu Jun 16 2022,SPXW220616C04020000,17.44,-53.11,14.6,15.1,44,0.2572,0.2049,0.0022,19,4020.00,SPXW220616P04020000,119.95,64.9,123.9,128.3,6,0.259,-0.7952,0.0022,45
Thu Jun 16 2022,SPXW220616C04025000,16.1,-51.65,13.4,14,218,0.2557,0.1924,0.0021,9,4025.00,SPXW220616P04025000,138.07,80.82,127.7,132.2,57,0.2575,-0.8073,0.0021,27
Thu Jun 16 2022,SPXW220616C04030000,13,-51.95,12.3,12.9,27,0.2543,0.1811,0.002,79,4030.00,SPXW220616P04030000,137.61,78.16,131.5,136.2,22,0.2547,-0.8186,0.002,94
Thu Jun 16 2022,SPXW220616C04035000,13.5,-48.65,11.3,11.8,67,0.2527,0.1692,0.002,11,4035.00,SPXW220616P04035000,129.78,68.13,135.4,140.2,146,0.255,-0.8305,0.002,227
Thu Jun 16 2022,SPXW220616C04040000,14.3,-45.25,10.3,10.9,99,0.2512,0.1582,0.0019,36,4040.00,SPXW220616P04040000,147.48,83.43,139.4,144.3,10,0.2499,-0.8415,0.0019,13
Thu Jun 16 2022,SPXW220616C04045000,13.9,-43.05,9.4,10,405,0.2497,0.1475,0.0018,32,4045.00,SPXW220616P04045000,124.9,58.45,143.4,148.4,3,0.2522,-0.8521,0.0018,93
Thu Jun 16 2022,SPXW220616C04050000,8.92,-45.43,8.6,9.1,257,0.2485,0.1374,0.0018,76,4050.00,SPXW220616P04050000,141.86,73.01,147.5,152.6,86,0.2512,-0.8623,0.0018,225
Thu Jun 16 2022,SPXW220616C04055000,12.2,-39.65,7.8,8.3,51,0.2473,0.1277,0.0017,32,4055.00,SPXW220616P04055000,153.88,82.53,151.8,156.9,13,0.2501,-0.872,0.0017,134
Thu Jun 16 2022,SPXW220616C04060000,9.3,-40.15,7.1,7.6,34,0.2461,0.1184,0.0016,17,4060.00,SPXW220616P04060000,132.15,58.2,155.9,161.2,16,0.2486,-0.8813,0.0016,21
Thu Jun 16 2022,SPXW220616C04065000,9.7,-37.45,6.4,6.9,27,0.2449,0.1096,0.0015,71,4065.00,SPXW220616P04065000,160.73,84.13,160.2,165.5,3,0.2481,-0.89,0.0015,8
Thu Jun 16 2022,SPXW220616C04070000,6.09,-38.76,5.8,6.3,365,0.2437,0.1014,0.0014,79,4070.00,SPXW220616P04070000,169.04,89.69,164.7,170,3,0.2471,-0.8983,0.0014,44
Thu Jun 16 2022,SPXW220616C04075000,9.1,-33.55,5.2,5.7,188,0.2429,0.094,0.0014,444,4075.00,SPXW220616P04075000,173.53,91.38,169,174.4,5,0.2447,-0.9057,0.0014,286
Thu Jun 16 2022,SPXW220616C04080000,6.82,-33.68,4.7,5.2,6,0.2419,0.0867,0.0013,1632,4080.00,SPXW220616P04080000,148.8,63.85,173.5,179,6,0.2438,-0.913,0.0013,50
Thu Jun 16 2022,SPXW220616C04085000,6.9,-31.5,4.3,4.7,24,0.2417,0.0798,0.0012,21,4085.00,SPXW220616P04085000,182.87,94.92,178,183.5,3,0.2431,-0.9198,0.0012,34
Thu Jun 16 2022,SPXW220616C04090000,5.9,-30.5,3.9,4.2,8,0.2409,0.0732,0.0012,88,4090.00,SPXW220616P04090000,182.82,91.92,182.4,188,5,0.2459,-0.9264,0.0012,24
Thu Jun 16 2022,SPXW220616C04095000,5.2,-29.25,3.5,3.9,427,0.2401,0.0676,0.0011,59,4095.00,SPXW220616P04095000,162.37,68.42,187.1,192.8,1,0.2452,-0.9323,0.0011,24
Thu Jun 16 2022,SPXW220616C04100000,3.4,-29.2,3.1,3.5,453,0.2403,0.062,0.001,736,4100.00,SPXW220616P04100000,196.32,99.22,191.6,197.3,9,0.2448,-0.9376,0.001,550
Thu Jun 16 2022,SPXW220616C04105000,4.43,-26.37,2.85,3.2,175,0.24,0.057,0.001,54,4105.00,SPXW220616P04105000,170.97,70.67,196.4,202.2,1,0.2456,-0.9426,0.001,50
Thu Jun 16 2022,SPXW220616C04110000,4.5,-24.6,2.6,2.9,93,0.2397,0.0525,0.0009,62,4110.00,SPXW220616P04110000,174.39,70.84,200.9,206.9,8,0.2419,-0.947,0.0009,7
Thu Jun 16 2022,SPXW220616C04115000,4.1,-23.3,2.35,2.6,154,0.2394,0.0483,0.0008,173,4115.00,SPXW220616P04115000,66.44,0,205.8,211.6,0,0.2462,-0.9514,0.0008,58
Thu Jun 16 2022,SPXW220616C04120000,4,-21.85,2.15,2.4,429,0.2399,0.0446,0.0008,57,4120.00,SPXW220616P04120000,183.07,72.72,210.5,216.4,8,0.2433,-0.9551,0.0008,172
Thu Jun 16 2022,SPXW220616C04125000,2.14,-22.16,1.95,2.15,389,0.2405,0.0411,0.0007,925,4125.00,SPXW220616P04125000,213.57,99.72,215.3,221.2,60,0.2446,-0.9586,0.0007,62
Thu Jun 16 2022,SPXW220616C04130000,3.4,-19.5,1.8,2,249,0.2407,0.0379,0.0007,115,4130.00,SPXW220616P04130000,205.8,88.45,220.1,226,5,0.2523,-0.9618,0.0007,75
Thu Jun 16 2022,SPXW220616C04135000,4.2,-17.3,1.6,1.8,4,0.2411,0.035,0.0006,35,4135.00,SPXW220616P04135000,197.32,76.37,224.8,230.7,3,0.2498,-0.9647,0.0006,22
Thu Jun 16 2022,SPXW220616C04140000,1.9,-18.3,1.45,1.65,72,0.2415,0.0324,0.0006,46,4140.00,SPXW220616P04140000,83.25,0,229.6,235.6,0,0.2472,-0.9673,0.0006,22
Thu Jun 16 2022,SPXW220616C04145000,22.42,0,1.35,1.55,0,0.2426,0.03,0.0006,275,4145.00,SPXW220616P04145000,85.8,0,234.6,240.6,0,0.2512,-0.9697,0.0006,23
Thu Jun 16 2022,SPXW220616C04150000,1.7,-16,1.25,1.4,51,0.2429,0.0278,0.0005,106,4150.00,SPXW220616P04150000,245.34,113.19,239.4,245.3,9,0.2527,-0.9719,0.0005,49
Thu Jun 16 2022,SPXW220616C04155000,2.15,-14.35,1.1,1.3,208,0.2437,0.0258,0.0005,9,4155.00,SPXW220616P04155000,78.5,0,244.3,250.3,0,0.2485,-0.9738,0.0005,23
Thu Jun 16 2022,SPXW220616C04160000,2.6,-12.85,1,1.2,1,0.2452,0.0241,0.0005,59,4160.00,SPXW220616P04160000,234.5,94.9,249.1,255.1,3,0.2568,-0.9756,0.0005,56
Thu Jun 16 2022,SPXW220616C04165000,1.6,-12.8,0.95,1.1,35,0.2456,0.0225,0.0004,13,4165.00,SPXW220616P04165000,96.9,0,254,260,0,0.2579,-0.9772,0.0004,30
Thu Jun 16 2022,SPXW220616C04170000,2.18,-11.27,0.85,1.05,20,0.2466,0.021,0.0004,527,4170.00,SPXW220616P04170000,87.5,0,258.7,265.4,0,0.2588,-0.9787,0.0004,42
Thu Jun 16 2022,SPXW220616C04175000,2.57,-9.93,0.8,0.95,1,0.2473,0.0197,0.0004,31,4175.00,SPXW220616P04175000,237.06,85.41,263.6,270.4,1,0.2412,-0.98,0.0004,13
Thu Jun 16 2022,SPXW220616C04180000,1.4,-10.25,0.7,0.9,190,0.2478,0.0185,0.0004,56,4180.00,SPXW220616P04180000,92.4,0,268.6,275.3,0,0.2634,-0.9812,0.0004,66
Thu Jun 16 2022,SPXW220616C04185000,1.85,-8.95,0.65,0.85,2,0.2492,0.0174,0.0003,25,4185.00,SPXW220616P04185000,114.2,0,273.5,280.3,0,0.2636,-0.9823,0.0003,5
Thu Jun 16 2022,SPXW220616C04190000,1.22,-8.83,0.6,0.8,31,0.2504,0.0164,0.0003,384,4190.00,SPXW220616P04190000,263.7,99.45,278.4,285.2,1,0.2676,-0.9833,0.0003,40
Thu Jun 16 2022,SPXW220616C04195000,1.12,-8.18,0.55,0.75,178,0.2514,0.0154,0.0003,190,4195.00,SPXW220616P04195000,109.5,0,283.4,290.2,0,0.2675,-0.9842,0.0003,11
Thu Jun 16 2022,SPXW220616C04200000,0.65,-7.95,0.5,0.7,46,0.2521,0.0146,0.0003,152,4200.00,SPXW220616P04200000,145.7,0,288.3,295.1,0,0.2713,-0.985,0.0003,91
Thu Jun 16 2022,SPXW220616C04205000,1.09,-6.86,0.45,0.65,1,0.2527,0.0138,0.0003,62,4205.00,SPXW220616P04205000,265.48,88.53,293.3,300.1,1,0.273,-0.9858,0.0003,48
Thu Jun 16 2022,SPXW220616C04210000,0.7,-6.6,0.4,0.6,10,0.2546,0.0131,0.0003,400,4210.00,SPXW220616P04210000,107.5,0,298.2,305,0,0.2746,-0.9865,0.0003,206
Thu Jun 16 2022,SPXW220616C04220000,1.1,-5.15,0.35,0.55,210,0.2582,0.0119,0.0002,81,4220.00,SPXW220616P04220000,0,0,308.2,315,0,0.2773,-0.9878,0.0002,0
Thu Jun 16 2022,SPXW220616C04225000,0.9,-4.85,0.3,0.5,10,0.2578,0.0113,0.0002,197,4225.00,SPXW220616P04225000,114.9,0,313.1,319.9,0,0.2703,-0.9884,0.0002,57
Thu Jun 16 2022,SPXW220616C04230000,0.8,-4.45,0.3,0.5,73,0.2592,0.0108,0.0002,591,4230.00,SPXW220616P04230000,198.27,0,318.1,324.9,0,0.2739,-0.9889,0.0002,12
Thu Jun 16 2022,SPXW220616C04240000,0.63,-3.77,0.25,0.45,13,0.2639,0.0099,0.0002,43,4240.00,SPXW220616P04240000,326.22,117.82,328,334.8,4,0.2743,-0.9898,0.0002,0
Thu Jun 16 2022,SPXW220616C04250000,0.6,-3.1,0.2,0.4,154,0.2658,0.0091,0.0002,500,4250.00,SPXW220616P04250000,327.14,109.34,338,344.8,4,0.2775,-0.9906,0.0002,28
Thu Jun 16 2022,SPXW220616C04275000,0.32,-2.055,0.15,0.3,65,0.2698,0.0075,0.0001,310,4275.00,SPXW220616P04275000,0,0,362.9,369.7,0,0.2905,-0.9922,0.0001,0
Thu Jun 16 2022,SPXW220616C04300000,0.22,-1.255,0.15,0.25,236,0.2854,0.0063,0.0001,802,4300.00,SPXW220616P04300000,374.65,109.3,387.8,394.7,10,0.2972,-0.9934,0.0001,11
Thu Jun 16 2022,SPXW220616C04400000,0.12,-0.13,0,0.15,35,0.3236,0.0034,0.0001,485,4400.00,SPXW220616P04400000,0,0,487.7,494.6,0,0.3475,-0.9963,0.0001,0
Thu Jun 16 2022,SPXW220616C04500000,0.05,-0.05,0,0.15,1,0.3693,0.002,0,7,4500.00,SPXW220616P04500000,0,0,587.7,594.5,0,0.3992,-0.9977,0,0
Thu Jun 16 2022,SPXW220616C04600000,0.05,-0.025,0,0.15,666,0.4213,0.0012,0,92,4600.00,SPXW220616P04600000,0,0,687.6,694.5,0,0.4588,-0.9985,0,0
Thu Jun 16 2022,SPXW220616C04700000,0.05,0,0,0.1,0,0.4567,0.0007,0,165,4700.00,SPXW220616P04700000,0,0,787.6,794.5,0,0.5043,-0.999,0,0
Thu Jun 16 2022,SPXW220616C04800000,0,0,0,0.1,0,0.5042,0.0005,0,0,4800.00,SPXW220616P04800000,0,0,887.6,894.3,0,0.5611,-0.9992,0,0
Thu Jun 16 2022,SPXW220616C04900000,0,0,0,0.1,0,0.5504,0.0003,0,0,4900.00,SPXW220616P04900000,0,0,987.5,994.4,0,0.601,-0.9994,0,0
Thu Jun 16 2022,SPXW220616C05000000,0,0,0,0.05,0,0.5953,0.0002,0,0,5000.00,SPXW220616P05000000,0,0,1087.5,1094.4,0,0.6556,-0.9995,0,0
Thu Jun 16 2022,SPXW220616C05200000,0,0,0,0.05,0,0.6817,0.0001,0,0,5200.00,SPXW220616P05200000,0,0,1287.5,1294.2,0,0.7618,-0.9996,0,0
Fri Jun 17 2022,SPX220617C00200000,3954.75,0,3702.7,3712.2,0,0,0.9997,0,528,200.00,SPX220617P00200000,0.05,0,0,0.05,0,6.1256,0,0,1026
Fri Jun 17 2022,SPXW220617C00200000,3954.8,0,3704.1,3711,0,0,0.9998,0,8,200.00,SPXW220617P00200000,0.05,0,0,0.05,0,6.0055,0,0,5
Fri Jun 17 2022,SPX220617C00400000,3410.5,0,3502.3,3511.8,0,0,0.9997,0,27,400.00,SPX220617P00400000,0.05,0,0,0.1,0,5.015,0,0,388
Fri Jun 17 2022,SPXW220617C00400000,3715.8,0,3504.2,3511.1,0,0,0.9997,0,5,400.00,SPXW220617P00400000,0.05,0,0,0.05,0,4.7818,0,0,6
Fri Jun 17 2022,SPX220617C00600000,3511.93,0,3303.1,3312.1,0,0,0.9997,0,26,600.00,SPX220617P00600000,0.05,0,0,0.1,0,4.1162,0,0,5035
Fri Jun 17 2022,SPXW220617C00600000,3518.6,0,3304.4,3311.1,0,0,0.9997,0,5,600.00,SPXW220617P00600000,0.1,0,0,0.05,0,3.9252,0,0,161
Fri Jun 17 2022,SPX220617C00800000,3238.87,0,3102.8,3112,0,0,0.9997,0,54,800.00,SPX220617P00800000,0.1,0,0,0.1,0,3.4875,-0.0001,0,4687
Fri Jun 17 2022,SPXW220617C00800000,3315.1,0,3104.4,3111.2,0,0,0.9997,0,10,800.00,SPXW220617P00800000,0.05,0,0,0.05,0,3.3257,0,0,586
Fri Jun 17 2022,SPX220617C00900000,3212.08,0,3003.2,3012.2,0,0,0.9996,0,387,900.00,SPX220617P00900000,0.05,0,0,0.1,0,3.2319,-0.0001,0,7384
Fri Jun 17 2022,SPXW220617C00900000,0,0,3004.5,3011.2,0,0,0.9997,0,0,900.00,SPXW220617P00900000,0.05,0,0,0.05,0,3.0818,0,0,95
Fri Jun 17 2022,SPX220617C01000000,3123.39,0,2903,2912.4,0,0,0.9996,0,15202,1000.00,SPX220617P01000000,0.03,0,0,0.1,0,3.004,-0.0001,0,22718
Fri Jun 17 2022,SPXW220617C01000000,3111.8,0,2904.4,2911.3,0,0,0.9997,0,10,1000.00,SPXW220617P01000000,0.07,0,0,0.05,0,2.8644,0,0,629
Fri Jun 17 2022,SPX220617C01100000,3116.47,0,2803.1,2812.5,0,0,0.9996,0,72,1100.00,SPX220617P01100000,0.32,0,0,0.1,0,2.7983,-0.0001,0,3764
Fri Jun 17 2022,SPXW220617C01100000,3021.8,0,2804.5,2811.3,0,0,0.9997,0,5,1100.00,SPXW220617P01100000,0.05,0,0,0.05,0,2.6681,0,0,51
Fri Jun 17 2022,SPX220617C01200000,3127.69,0,2703.3,2712.3,0,0,0.9996,0,15,1200.00,SPX220617P01200000,0.05,0,0,0.1,0,2.611,-0.0001,0,8336
Fri Jun 17 2022,SPXW220617C01200000,0,0,2704.6,2711.3,0,0,0.9997,0,0,1200.00,SPXW220617P01200000,0.25,0,0,0.05,0,2.4893,0,0,58
Fri Jun 17 2022,SPX220617C01300000,2823.44,0,2603,2612.2,0,0,0.9996,0,25,1300.00,SPX220617P01300000,0.05,0,0,0.1,0,2.4389,-0.0001,0,8581
Fri Jun 17 2022,SPXW220617C01300000,0,0,2604.5,2611.4,0,0,0.9997,0,0,1300.00,SPXW220617P01300000,0.05,0,0,0.1,0,2.325,0,0,150
Fri Jun 17 2022,SPX220617C01400000,0,0,2502.9,2512.3,0,0,0.9996,0,14,1400.00,SPX220617P01400000,0.05,0,0,0.1,0,2.2797,-0.0001,0,5074
Fri Jun 17 2022,SPXW220617C01400000,0,0,2504.6,2511.4,0,0,0.9997,0,0,1400.00,SPXW220617P01400000,0.05,0.025,0,0.1,18,2.1731,0,0,962
Fri Jun 17 2022,SPX220617C01450000,0,0,2453.2,2462.6,0,0,0.9996,0,16,1450.00,SPX220617P01450000,0.08,0,0,0.1,0,2.2044,-0.0001,0,1431
Fri Jun 17 2022,SPXW220617C01450000,0,0,2454.7,2461.4,0,0,0.9997,0,0,1450.00,SPXW220617P01450000,0.09,0,0,0.1,0,2.1012,0,0,281
Fri Jun 17 2022,SPX220617C01500000,2998.81,0,2403.2,2412.6,0,0,0.9996,0,23,1500.00,SPX220617P01500000,0.06,0,0,0.1,0,2.1316,-0.0001,0,16599
Fri Jun 17 2022,SPXW220617C01500000,0,0,2404.7,2411.4,0,0,0.9997,0,0,1500.00,SPXW220617P01500000,0.05,0,0,0.1,0,2.0317,0,0,908
Fri Jun 17 2022,SPX220617C01550000,0,0,2353,2362.4,0,0,0.9996,0,0,1550.00,SPX220617P01550000,0.1,0,0,0.1,0,2.0613,-0.0001,0,5845
Fri Jun 17 2022,SPXW220617C01550000,0,0,2354.6,2361.4,0,0,0.9997,0,0,1550.00,SPXW220617P01550000,0.1,0,0,0.1,0,1.9645,0,0,271
Fri Jun 17 2022,SPX220617C01600000,2211.87,0,2303,2312.4,0,0,0.9996,0,15,1600.00,SPX220617P01600000,0.22,0,0,0.1,0,1.9932,-0.0001,0,5636
Fri Jun 17 2022,SPXW220617C01600000,2518.2,0,2304.6,2311.5,0,0,0.9997,0,5,1600.00,SPXW220617P01600000,0.09,0,0,0.1,0,1.8995,0,0,370
Fri Jun 17 2022,SPX220617C01650000,2473.41,0,2253,2262.4,0,0,0.9996,0,17,1650.00,SPX220617P01650000,0.05,0,0,0.1,0,1.9272,-0.0001,0,3821
Fri Jun 17 2022,SPXW220617C01650000,0,0,2254.6,2261.5,0,0,0.9997,0,0,1650.00,SPXW220617P01650000,1.08,0,0,0.1,0,1.8365,0,0,62
Fri Jun 17 2022,SPX220617C01700000,2543.65,0,2203,2212.4,0,0,0.9996,0,9,1700.00,SPX220617P01700000,0.1,0,0,0.1,0,1.8631,-0.0001,0,12940
Fri Jun 17 2022,SPXW220617C01700000,2589.65,0,2204.7,2211.5,0,0,0.9997,0,1,1700.00,SPXW220617P01700000,0.05,0,0,0.1,0,1.7753,0,0,187
Fri Jun 17 2022,SPX220617C01750000,0,0,2153,2162.4,0,0,0.9996,0,7,1750.00,SPX220617P01750000,0.07,0,0,0.1,0,1.8009,-0.0001,0,5525
Fri Jun 17 2022,SPXW220617C01750000,0,0,2154.8,2161.5,0,0,0.9997,0,0,1750.00,SPXW220617P01750000,0.05,0,0,0.1,0,1.7159,-0.0001,0,270
Fri Jun 17 2022,SPX220617C01800000,0,0,2103,2112.4,0,0,0.9996,0,3,1800.00,SPX220617P01800000,0.06,0,0,0.1,0,1.7404,-0.0001,0,12400
Fri Jun 17 2022,SPXW220617C01800000,0,0,2104.8,2111.5,0,0,0.9997,0,0,1800.00,SPXW220617P01800000,0.05,0,0,0.1,0,1.6582,-0.0001,0,400
Fri Jun 17 2022,SPX220617C01850000,0,0,2053.3,2062.7,0,0,0.9996,0,3,1850.00,SPX220617P01850000,0.06,0,0,0.1,0,1.6816,-0.0001,0,5146
Fri Jun 17 2022,SPXW220617C01850000,0,0,2054.7,2061.5,0,0,0.9997,0,0,1850.00,SPXW220617P01850000,0.05,0,0,0.1,0,1.602,-0.0001,0,998
Fri Jun 17 2022,SPX220617C01900000,0,0,2003.3,2012.7,0,0,0.9996,0,5,1900.00,SPX220617P01900000,0.05,0,0,0.1,0,1.6243,-0.0002,0,20035
Fri Jun 17 2022,SPXW220617C01900000,2222.98,0,2004.7,2011.6,0,0,0.9997,0,5,1900.00,SPXW220617P01900000,0.2,0,0,0.1,0,1.5473,-0.0001,0,661
Fri Jun 17 2022,SPX220617C01950000,0,0,1953.3,1962.7,0,0,0.9996,0,6,1950.00,SPX220617P01950000,0.05,0,0,0.1,0,1.5685,-0.0002,0,4137
Fri Jun 17 2022,SPXW220617C01950000,0,0,1954.7,1961.6,0,0,0.9997,0,0,1950.00,SPXW220617P01950000,0.15,0,0,0.1,0,1.494,-0.0001,0,762
Fri Jun 17 2022,SPX220617C02000000,2105,0,1903.1,1912.5,0,0,0.9995,0,16919,2000.00,SPX220617P02000000,0.03,0,0,0.1,0,1.514,-0.0002,0,29605
Fri Jun 17 2022,SPXW220617C02000000,2094.12,0,1904.8,1911.6,0,0,0.9997,0,1,2000.00,SPXW220617P02000000,0.05,0.025,0,0.1,384,1.442,-0.0001,0,1797
Fri Jun 17 2022,SPX220617C02050000,1794.53,0,1853.1,1862.5,0,0,0.9995,0,19,2050.00,SPX220617P02050000,0.05,0,0,0.1,0,1.4609,-0.0002,0,4131
Fri Jun 17 2022,SPXW220617C02050000,0,0,1854.9,1861.6,0,0,0.9997,0,0,2050.00,SPXW220617P02050000,0.05,0.025,0,0.1,1,1.3913,-0.0001,0,969
Fri Jun 17 2022,SPX220617C02100000,1744.68,0,1803.4,1812.8,0,0,0.9995,0,20,2100.00,SPX220617P02100000,0.05,0,0,0.1,0,1.409,-0.0002,0,20324
Fri Jun 17 2022,SPXW220617C02100000,2013.02,0,1804.8,1811.6,0,0,0.9996,0,0,2100.00,SPXW220617P02100000,0.07,0.045,0,0.1,57,1.3418,-0.0001,0,722
Fri Jun 17 2022,SPX220617C02150000,0,0,1753.4,1762.8,0,0,0.9995,0,3,2150.00,SPX220617P02150000,0.05,0,0,0.1,0,1.3583,-0.0002,0,6049
Fri Jun 17 2022,SPXW220617C02150000,0,0,1754.8,1761.6,0,0,0.9996,0,0,2150.00,SPXW220617P02150000,0.05,0,0,0.1,0,1.2934,-0.0001,0,1348
